timestamp,elapsed_s,pressure_MPa,temperature_C,setpoint_MPa,state,valve_pct,solenoid_pwm_pct
2026-04-01T14:20:49.604,0.56,0.3447,27.522,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:49.713,0.67,0.3439,27.681,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:49.814,0.77,0.3449,27.883,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:49.915,0.86,0.3449,27.883,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:50.015,0.97,0.3514,28.107,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:50.115,1.06,0.3603,28.431,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:50.216,1.17,0.3511,28.806,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:50.316,1.27,0.3393,28.778,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:50.416,1.36,0.3425,28.331,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:50.517,1.47,0.3433,28.741,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:50.617,1.56,0.3488,28.678,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:50.717,1.67,0.3371,28.283,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:50.818,1.77,0.3375,27.863,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:50.918,1.88,0.3369,28.252,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:51.019,1.97,0.3351,27.970,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:51.120,2.08,0.3300,27.857,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:51.221,2.17,0.3329,28.137,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:51.321,2.27,0.3361,28.318,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:51.422,2.38,0.3322,28.817,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:51.523,2.47,0.3300,29.262,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:51.624,2.58,0.3300,29.042,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:51.724,2.67,0.3320,29.030,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:51.824,2.78,0.3300,29.489,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:51.925,2.88,0.3300,29.849,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:52.025,2.97,0.3300,30.239,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:52.126,3.08,0.3300,30.276,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:52.226,3.17,0.3341,30.841,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:52.327,3.28,0.3301,31.223,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:52.427,3.38,0.3300,31.242,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:52.528,3.48,0.3302,31.319,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:52.629,3.58,0.3326,31.057,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:52.733,3.69,0.3355,31.773,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:52.835,3.78,0.3300,32.211,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:52.936,3.89,0.3327,32.519,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:53.036,3.98,0.3339,32.856,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:53.137,4.09,0.3387,33.164,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:53.237,4.19,0.3353,33.230,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:53.338,4.28,0.3363,33.443,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:53.438,4.39,0.3397,33.729,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:53.538,4.48,0.3369,33.983,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:53.639,4.59,0.3387,34.372,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:53.740,4.69,0.3393,34.358,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:53.841,4.80,0.3470,34.186,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:53.941,4.89,0.3403,34.651,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:54.042,5.00,0.3377,35.047,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:54.143,5.09,0.3361,35.671,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:54.246,5.20,0.3347,35.807,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:54.346,5.30,0.3366,36.327,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:54.447,5.39,0.3444,36.532,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:54.547,5.50,0.3401,37.244,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:54.648,5.59,0.3419,37.396,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:54.748,5.70,0.3425,37.156,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:54.849,5.80,0.3388,37.245,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:54.950,5.91,0.3428,37.462,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:55.050,6.00,0.3424,37.673,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:55.153,6.11,0.3359,37.632,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:55.254,6.20,0.3339,37.602,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:55.356,6.31,0.3303,37.563,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:55.457,6.41,0.3357,37.873,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:55.557,6.52,0.3407,37.929,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:55.658,6.61,0.3367,38.437,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:55.758,6.70,0.3300,38.648,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:55.859,6.81,0.3300,38.865,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:55.960,6.91,0.3300,39.490,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:56.060,7.02,0.3300,39.690,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:56.161,7.11,0.3300,39.865,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:56.261,7.22,0.3300,40.289,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:56.362,7.31,0.3300,40.367,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:56.462,7.41,0.3300,40.411,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:56.563,7.52,0.3358,40.418,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:56.663,7.61,0.3310,40.891,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:56.765,7.72,0.3300,41.546,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:56.866,7.81,0.3330,42.091,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:56.966,7.92,0.3302,41.651,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:57.067,8.02,0.3300,41.942,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:57.168,8.12,0.3312,42.309,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:57.268,8.22,0.3300,42.588,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:57.369,8.31,0.3300,42.176,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:57.469,8.42,0.3300,42.871,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:57.570,8.52,0.3300,42.970,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:57.671,8.62,0.3343,43.174,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:57.772,8.72,0.3339,42.965,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:57.872,8.83,0.3387,43.009,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:57.975,8.92,0.3452,42.676,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:58.076,9.03,0.3336,43.089,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:58.176,9.12,0.3339,43.063,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:58.277,9.23,0.3300,42.756,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:58.378,9.33,0.3300,42.817,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:58.479,9.44,0.3328,43.091,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:58.580,9.53,0.3300,43.172,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:58.681,9.62,0.3352,42.974,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:58.781,9.73,0.3313,42.980,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:58.882,9.83,0.3300,42.788,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:58.983,9.94,0.3300,43.482,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:59.083,10.03,0.3300,42.941,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:59.184,10.14,0.3344,43.160,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:59.284,10.23,0.3428,43.454,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:59.385,10.34,0.3452,43.655,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:59.485,10.44,0.3382,44.022,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:59.586,10.53,0.3377,43.815,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:59.686,10.64,0.3445,43.417,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:59.787,10.73,0.3476,43.431,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:59.887,10.84,0.3456,43.399,0.0000,IDLE,0.0,0.0
2026-04-01T14:20:59.988,10.94,0.3425,43.433,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:00.089,11.05,0.3441,43.407,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:00.189,11.14,0.3521,43.038,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:00.290,11.23,0.3539,42.752,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:00.390,11.34,0.3542,42.659,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:00.491,11.44,0.3485,42.660,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:00.591,11.55,0.3482,43.474,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:00.692,11.64,0.3414,43.814,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:00.792,11.75,0.3378,43.987,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:00.893,11.84,0.3457,43.827,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:00.993,11.94,0.3495,44.061,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:01.094,12.05,0.3404,44.502,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:01.195,12.14,0.3431,44.734,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:01.295,12.25,0.3421,45.026,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:01.396,12.34,0.3421,45.160,0.0000,IDLE,0.0,0.0
